prompt_id,prompt_uid,image_path,prompt_status,image_status,qc_status,intended_score_band,intended_coarse_class,intended_representative_score,reviewed_score_band,reviewed_coarse_class,final_score_band,final_coarse_class,training_score_band,training_coarse_class,training_representative_score,training_label_source,prompt_title,prompt_model,band_spec_file,qc_notes,damage_profile_primary,damage_profile_secondary,damage_location_primary,box_form_factor,box_pattern,label_presence,tape_profile,background_context,camera_angle,lighting_style,source_dataset,original_label,review_status,disagreement_flag,preprocessing_profile
166,real_redf0xwin_0166,images/0166.jpg,not_applicable,available,labeled,,,,46-55,moderate,46-55,moderate,46-55,moderate,50,real_human_final,Real labeled image real_redf0xwin_0166,,46-55-moderate-mid.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:17,labeled,,rgb_pad_resize_384
167,real_redf0xwin_0167,images/0167.jpg,not_applicable,available,labeled,,,,46-55,moderate,46-55,moderate,46-55,moderate,50,real_human_final,Real labeled image real_redf0xwin_0167,,46-55-moderate-mid.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:34;hole:1,labeled,,rgb_pad_resize_384
168,real_redf0xwin_0168,images/0168.jpg,not_applicable,available,labeled,,,,46-55,moderate,46-55,moderate,46-55,moderate,50,real_human_final,Real labeled image real_redf0xwin_0168,,46-55-moderate-mid.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:43;dirt:17,labeled,,rgb_pad_resize_384
169,real_redf0xwin_0169,images/0169.jpg,not_applicable,available,labeled,,,,66-75,severe,66-75,severe,66-75,severe,70,real_human_final,Real labeled image real_redf0xwin_0169,,66-75-severe-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:18,labeled,,rgb_pad_resize_384
170,real_redf0xwin_0170,images/0170.jpg,not_applicable,available,labeled,,,,46-55,moderate,46-55,moderate,46-55,moderate,50,real_human_final,Real labeled image real_redf0xwin_0170,,46-55-moderate-mid.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:11,labeled,,rgb_pad_resize_384
171,real_redf0xwin_0171,images/0171.jpg,not_applicable,available,labeled,,,,31-35,minor,31-35,minor,31-35,minor,33,real_human_final,Real labeled image real_redf0xwin_0171,,31-35-minor-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:22;hole:2,labeled,,rgb_pad_resize_384
172,real_redf0xwin_0172,images/0172.jpg,not_applicable,available,labeled,,,,56-65,moderate,56-65,moderate,56-65,moderate,60,real_human_final,Real labeled image real_redf0xwin_0172,,56-65-moderate-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:20,labeled,,rgb_pad_resize_384
173,real_redf0xwin_0173,images/0173.jpg,not_applicable,available,labeled,,,,66-75,severe,66-75,severe,66-75,severe,70,real_human_final,Real labeled image real_redf0xwin_0173,,66-75-severe-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:19,labeled,,rgb_pad_resize_384
174,real_redf0xwin_0174,images/0174.jpg,not_applicable,available,labeled,,,,76-85,severe,76-85,severe,76-85,severe,80,real_human_final,Real labeled image real_redf0xwin_0174,,76-85-severe-mid.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:46;hole:1,labeled,,rgb_pad_resize_384
175,real_redf0xwin_0175,images/0175.jpg,not_applicable,available,labeled,,,,56-65,moderate,56-65,moderate,56-65,moderate,60,real_human_final,Real labeled image real_redf0xwin_0175,,56-65-moderate-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:31,labeled,,rgb_pad_resize_384
176,real_redf0xwin_0176,images/0176.jpg,not_applicable,available,labeled,,,,56-65,moderate,56-65,moderate,56-65,moderate,60,real_human_final,Real labeled image real_redf0xwin_0176,,56-65-moderate-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:20;dirt:6;hole:1,labeled,,rgb_pad_resize_384
177,real_redf0xwin_0177,images/0177.jpg,not_applicable,available,labeled,,,,66-75,severe,66-75,severe,66-75,severe,70,real_human_final,Real labeled image real_redf0xwin_0177,,66-75-severe-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:25;dirt:20;hole:5,labeled,,rgb_pad_resize_384
178,real_redf0xwin_0178,images/0178.jpg,not_applicable,available,labeled,,,,56-65,moderate,56-65,moderate,56-65,moderate,60,real_human_final,Real labeled image real_redf0xwin_0178,,56-65-moderate-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:14;dirt:1;hole:1,labeled,,rgb_pad_resize_384
179,real_redf0xwin_0179,images/0179.jpg,not_applicable,available,labeled,,,,36-45,moderate,36-45,moderate,36-45,moderate,40,real_human_final,Real labeled image real_redf0xwin_0179,,36-45-moderate-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:13;hole:1,labeled,,rgb_pad_resize_384
180,real_redf0xwin_0180,images/0180.jpg,not_applicable,available,labeled,,,,36-45,moderate,36-45,moderate,36-45,moderate,40,real_human_final,Real labeled image real_redf0xwin_0180,,36-45-moderate-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:2,labeled,,rgb_pad_resize_384
181,real_redf0xwin_0181,images/0181.jpg,not_applicable,available,labeled,,,,56-65,moderate,56-65,moderate,56-65,moderate,60,real_human_final,Real labeled image real_redf0xwin_0181,,56-65-moderate-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:10;dirt:1,labeled,,rgb_pad_resize_384
182,real_redf0xwin_0182,images/0182.jpg,not_applicable,available,labeled,,,,46-55,moderate,46-55,moderate,46-55,moderate,50,real_human_final,Real labeled image real_redf0xwin_0182,,46-55-moderate-mid.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:26;hole:1,labeled,,rgb_pad_resize_384
184,real_redf0xwin_0184,images/0184.jpg,not_applicable,available,labeled,,,,46-55,moderate,46-55,moderate,46-55,moderate,50,real_human_final,Real labeled image real_redf0xwin_0184,,46-55-moderate-mid.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:14,labeled,,rgb_pad_resize_384
185,real_redf0xwin_0185,images/0185.jpg,not_applicable,available,labeled,,,,21-30,minor,21-30,minor,21-30,minor,25,real_human_final,Real labeled image real_redf0xwin_0185,,21-30-minor-mid.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:22;dirt:7,labeled,,rgb_pad_resize_384
186,real_redf0xwin_0186,images/0186.jpg,not_applicable,available,labeled,,,,56-65,moderate,56-65,moderate,56-65,moderate,60,real_human_final,Real labeled image real_redf0xwin_0186,,56-65-moderate-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:12;hole:2,labeled,,rgb_pad_resize_384
187,real_redf0xwin_0187,images/0187.jpg,not_applicable,available,labeled,,,,31-35,minor,31-35,minor,31-35,minor,33,real_human_final,Real labeled image real_redf0xwin_0187,,31-35-minor-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:14;dirt:9;hole:2,labeled,,rgb_pad_resize_384
188,real_redf0xwin_0188,images/0188.jpg,not_applicable,available,labeled,,,,56-65,moderate,56-65,moderate,56-65,moderate,60,real_human_final,Real labeled image real_redf0xwin_0188,,56-65-moderate-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:16,labeled,,rgb_pad_resize_384
189,real_redf0xwin_0189,images/0189.jpg,not_applicable,available,labeled,,,,36-45,moderate,36-45,moderate,36-45,moderate,40,real_human_final,Real labeled image real_redf0xwin_0189,,36-45-moderate-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:12;dirt:7,labeled,,rgb_pad_resize_384
190,real_redf0xwin_0190,images/0190.jpg,not_applicable,available,labeled,,,,36-45,moderate,36-45,moderate,36-45,moderate,40,real_human_final,Real labeled image real_redf0xwin_0190,,36-45-moderate-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:21,labeled,,rgb_pad_resize_384
191,real_redf0xwin_0191,images/0191.jpg,not_applicable,available,labeled,,,,46-55,moderate,46-55,moderate,46-55,moderate,50,real_human_final,Real labeled image real_redf0xwin_0191,,46-55-moderate-mid.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:29;dirt:4;hole:3,labeled,,rgb_pad_resize_384
192,real_redf0xwin_0192,images/0192.jpg,not_applicable,available,labeled,,,,66-75,severe,66-75,severe,66-75,severe,70,real_human_final,Real labeled image real_redf0xwin_0192,,66-75-severe-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:31;hole:1,labeled,,rgb_pad_resize_384
193,real_redf0xwin_0193,images/0193.jpg,not_applicable,available,labeled,,,,46-55,moderate,46-55,moderate,46-55,moderate,50,real_human_final,Real labeled image real_redf0xwin_0193,,46-55-moderate-mid.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:41;dirt:3;hole:1,labeled,,rgb_pad_resize_384
194,real_redf0xwin_0194,images/0194.jpg,not_applicable,available,labeled,,,,56-65,moderate,56-65,moderate,56-65,moderate,60,real_human_final,Real labeled image real_redf0xwin_0194,,56-65-moderate-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:34;hole:1,labeled,,rgb_pad_resize_384
195,real_redf0xwin_0195,images/0195.jpg,not_applicable,available,labeled,,,,46-55,moderate,46-55,moderate,46-55,moderate,50,real_human_final,Real labeled image real_redf0xwin_0195,,46-55-moderate-mid.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:17,labeled,,rgb_pad_resize_384
196,real_redf0xwin_0196,images/0196.jpg,not_applicable,available,labeled,,,,31-35,minor,31-35,minor,31-35,minor,33,real_human_final,Real labeled image real_redf0xwin_0196,,31-35-minor-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:17,labeled,,rgb_pad_resize_384
197,real_redf0xwin_0197,images/0197.jpg,not_applicable,available,labeled,,,,21-30,minor,21-30,minor,21-30,minor,25,real_human_final,Real labeled image real_redf0xwin_0197,,21-30-minor-mid.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:7;dirt:3;hole:2,labeled,,rgb_pad_resize_384
198,real_redf0xwin_0198,images/0198.jpg,not_applicable,available,labeled,,,,56-65,moderate,56-65,moderate,56-65,moderate,60,real_human_final,Real labeled image real_redf0xwin_0198,,56-65-moderate-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:6,labeled,,rgb_pad_resize_384
199,real_redf0xwin_0199,images/0199.jpg,not_applicable,available,labeled,,,,46-55,moderate,46-55,moderate,46-55,moderate,50,real_human_final,Real labeled image real_redf0xwin_0199,,46-55-moderate-mid.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:20;hole:1,labeled,,rgb_pad_resize_384
200,real_redf0xwin_0200,images/0200.jpg,not_applicable,available,labeled,,,,66-75,severe,66-75,severe,66-75,severe,70,real_human_final,Real labeled image real_redf0xwin_0200,,66-75-severe-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:15,labeled,,rgb_pad_resize_384
201,real_redf0xwin_0201,images/0201.jpg,not_applicable,available,labeled,,,,56-65,moderate,56-65,moderate,56-65,moderate,60,real_human_final,Real labeled image real_redf0xwin_0201,,56-65-moderate-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:12;dirt:2;hole:1,labeled,,rgb_pad_resize_384
202,real_redf0xwin_0202,images/0202.jpg,not_applicable,available,labeled,,,,56-65,moderate,56-65,moderate,56-65,moderate,60,real_human_final,Real labeled image real_redf0xwin_0202,,56-65-moderate-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:30;hole:1,labeled,,rgb_pad_resize_384
203,real_redf0xwin_0203,images/0203.jpg,not_applicable,available,labeled,,,,66-75,severe,66-75,severe,66-75,severe,70,real_human_final,Real labeled image real_redf0xwin_0203,,66-75-severe-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:23,labeled,,rgb_pad_resize_384
204,real_redf0xwin_0204,images/0204.jpg,not_applicable,available,labeled,,,,11-20,minor,11-20,minor,11-20,minor,15,real_human_final,Real labeled image real_redf0xwin_0204,,11-20-minor-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:5;dirt:1,labeled,,rgb_pad_resize_384
205,real_redf0xwin_0205,images/0205.jpg,not_applicable,available,labeled,,,,76-85,severe,76-85,severe,76-85,severe,80,real_human_final,Real labeled image real_redf0xwin_0205,,76-85-severe-mid.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:19,labeled,,rgb_pad_resize_384
206,real_redf0xwin_0206,images/0206.jpg,not_applicable,available,labeled,,,,46-55,moderate,46-55,moderate,46-55,moderate,50,real_human_final,Real labeled image real_redf0xwin_0206,,46-55-moderate-mid.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:6,labeled,,rgb_pad_resize_384
207,real_redf0xwin_0207,images/0207.jpg,not_applicable,available,labeled,,,,56-65,moderate,56-65,moderate,56-65,moderate,60,real_human_final,Real labeled image real_redf0xwin_0207,,56-65-moderate-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:38;dirt:2,labeled,,rgb_pad_resize_384
208,real_redf0xwin_0208,images/0208.jpg,not_applicable,available,labeled,,,,46-55,moderate,46-55,moderate,46-55,moderate,50,real_human_final,Real labeled image real_redf0xwin_0208,,46-55-moderate-mid.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:18,labeled,,rgb_pad_resize_384
209,real_redf0xwin_0209,images/0209.jpg,not_applicable,available,labeled,,,,31-35,minor,31-35,minor,31-35,minor,33,real_human_final,Real labeled image real_redf0xwin_0209,,31-35-minor-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:24;dirt:8;hole:1,labeled,,rgb_pad_resize_384
210,real_redf0xwin_0210,images/0210.jpg,not_applicable,available,labeled,,,,66-75,severe,66-75,severe,66-75,severe,70,real_human_final,Real labeled image real_redf0xwin_0210,,66-75-severe-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:27;hole:2,labeled,,rgb_pad_resize_384
211,real_redf0xwin_0211,images/0211.jpg,not_applicable,available,labeled,,,,76-85,severe,76-85,severe,76-85,severe,80,real_human_final,Real labeled image real_redf0xwin_0211,,76-85-severe-mid.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:42;hole:7,labeled,,rgb_pad_resize_384
212,real_redf0xwin_0212,images/0212.jpg,not_applicable,available,labeled,,,,21-30,minor,21-30,minor,21-30,minor,25,real_human_final,Real labeled image real_redf0xwin_0212,,21-30-minor-mid.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:19;dirt:1,labeled,,rgb_pad_resize_384
213,real_redf0xwin_0213,images/0213.jpg,not_applicable,available,labeled,,,,36-45,moderate,36-45,moderate,36-45,moderate,40,real_human_final,Real labeled image real_redf0xwin_0213,,36-45-moderate-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:21;dirt:9;hole:2,labeled,,rgb_pad_resize_384
214,real_redf0xwin_0214,images/0214.jpg,not_applicable,available,labeled,,,,31-35,minor,31-35,minor,31-35,minor,33,real_human_final,Real labeled image real_redf0xwin_0214,,31-35-minor-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:17,labeled,,rgb_pad_resize_384
215,real_redf0xwin_0215,images/0215.jpg,not_applicable,available,labeled,,,,36-45,moderate,36-45,moderate,36-45,moderate,40,real_human_final,Real labeled image real_redf0xwin_0215,,36-45-moderate-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:18,labeled,,rgb_pad_resize_384
216,real_redf0xwin_0216,images/0216.jpg,not_applicable,available,labeled,,,,56-65,moderate,56-65,moderate,56-65,moderate,60,real_human_final,Real labeled image real_redf0xwin_0216,,56-65-moderate-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:7,labeled,,rgb_pad_resize_384
217,real_redf0xwin_0217,images/0217.jpg,not_applicable,available,labeled,,,,66-75,severe,66-75,severe,66-75,severe,70,real_human_final,Real labeled image real_redf0xwin_0217,,66-75-severe-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:24,labeled,,rgb_pad_resize_384
218,real_redf0xwin_0218,images/0218.jpg,not_applicable,available,labeled,,,,56-65,moderate,56-65,moderate,56-65,moderate,60,real_human_final,Real labeled image real_redf0xwin_0218,,56-65-moderate-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:20;hole:2,labeled,,rgb_pad_resize_384
219,real_redf0xwin_0219,images/0219.jpg,not_applicable,available,labeled,,,,56-65,moderate,56-65,moderate,56-65,moderate,60,real_human_final,Real labeled image real_redf0xwin_0219,,56-65-moderate-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:26,labeled,,rgb_pad_resize_384
220,real_redf0xwin_0220,images/0220.jpg,not_applicable,available,labeled,,,,66-75,severe,66-75,severe,66-75,severe,70,real_human_final,Real labeled image real_redf0xwin_0220,,66-75-severe-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:48;dirt:1;hole:1,labeled,,rgb_pad_resize_384
221,real_redf0xwin_0221,images/0221.jpg,not_applicable,available,labeled,,,,66-75,severe,66-75,severe,66-75,severe,70,real_human_final,Real labeled image real_redf0xwin_0221,,66-75-severe-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:30,labeled,,rgb_pad_resize_384
222,real_redf0xwin_0222,images/0222.jpg,not_applicable,available,labeled,,,,56-65,moderate,56-65,moderate,56-65,moderate,60,real_human_final,Real labeled image real_redf0xwin_0222,,56-65-moderate-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:25,labeled,,rgb_pad_resize_384
223,real_redf0xwin_0223,images/0223.jpg,not_applicable,available,labeled,,,,36-45,moderate,36-45,moderate,36-45,moderate,40,real_human_final,Real labeled image real_redf0xwin_0223,,36-45-moderate-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:9,labeled,,rgb_pad_resize_384
224,real_redf0xwin_0224,images/0224.jpg,not_applicable,available,labeled,,,,46-55,moderate,46-55,moderate,46-55,moderate,50,real_human_final,Real labeled image real_redf0xwin_0224,,46-55-moderate-mid.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:8,labeled,,rgb_pad_resize_384
225,real_redf0xwin_0225,images/0225.jpg,not_applicable,available,labeled,,,,46-55,moderate,46-55,moderate,46-55,moderate,50,real_human_final,Real labeled image real_redf0xwin_0225,,46-55-moderate-mid.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:40;dirt:20;hole:1,labeled,,rgb_pad_resize_384
226,real_redf0xwin_0226,images/0226.jpg,not_applicable,available,labeled,,,,36-45,moderate,36-45,moderate,36-45,moderate,40,real_human_final,Real labeled image real_redf0xwin_0226,,36-45-moderate-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:17,labeled,,rgb_pad_resize_384
227,real_redf0xwin_0227,images/0227.jpg,not_applicable,available,labeled,,,,46-55,moderate,46-55,moderate,46-55,moderate,50,real_human_final,Real labeled image real_redf0xwin_0227,,46-55-moderate-mid.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:24;dirt:1,labeled,,rgb_pad_resize_384
228,real_redf0xwin_0228,images/0228.jpg,not_applicable,available,labeled,,,,36-45,moderate,36-45,moderate,36-45,moderate,40,real_human_final,Real labeled image real_redf0xwin_0228,,36-45-moderate-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:7,labeled,,rgb_pad_resize_384
229,real_redf0xwin_0229,images/0229.jpg,not_applicable,available,labeled,,,,31-35,minor,31-35,minor,31-35,minor,33,real_human_final,Real labeled image real_redf0xwin_0229,,31-35-minor-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:12,labeled,,rgb_pad_resize_384
230,real_redf0xwin_0230,images/0230.jpg,not_applicable,available,labeled,,,,66-75,severe,66-75,severe,66-75,severe,70,real_human_final,Real labeled image real_redf0xwin_0230,,66-75-severe-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:51;hole:5,labeled,,rgb_pad_resize_384
232,real_redf0xwin_0232,images/0232.jpg,not_applicable,available,labeled,,,,56-65,moderate,56-65,moderate,56-65,moderate,60,real_human_final,Real labeled image real_redf0xwin_0232,,56-65-moderate-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:17,labeled,,rgb_pad_resize_384
233,real_redf0xwin_0233,images/0233.jpg,not_applicable,available,labeled,,,,66-75,severe,66-75,severe,66-75,severe,70,real_human_final,Real labeled image real_redf0xwin_0233,,66-75-severe-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:15;dirt:1;hole:3,labeled,,rgb_pad_resize_384
234,real_redf0xwin_0234,images/0234.jpg,not_applicable,available,labeled,,,,56-65,moderate,56-65,moderate,56-65,moderate,60,real_human_final,Real labeled image real_redf0xwin_0234,,56-65-moderate-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:21;hole:1,labeled,,rgb_pad_resize_384
235,real_redf0xwin_0235,images/0235.jpg,not_applicable,available,labeled,,,,76-85,severe,76-85,severe,76-85,severe,80,real_human_final,Real labeled image real_redf0xwin_0235,,76-85-severe-mid.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:43;hole:7,labeled,,rgb_pad_resize_384
236,real_redf0xwin_0236,images/0236.jpg,not_applicable,available,labeled,,,,36-45,moderate,36-45,moderate,36-45,moderate,40,real_human_final,Real labeled image real_redf0xwin_0236,,36-45-moderate-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:17;hole:1,labeled,,rgb_pad_resize_384
237,real_redf0xwin_0237,images/0237.jpg,not_applicable,available,labeled,,,,46-55,moderate,46-55,moderate,46-55,moderate,50,real_human_final,Real labeled image real_redf0xwin_0237,,46-55-moderate-mid.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:21,labeled,,rgb_pad_resize_384
238,real_redf0xwin_0238,images/0238.jpg,not_applicable,available,labeled,,,,56-65,moderate,56-65,moderate,56-65,moderate,60,real_human_final,Real labeled image real_redf0xwin_0238,,56-65-moderate-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:24;hole:1,labeled,,rgb_pad_resize_384
239,real_redf0xwin_0239,images/0239.jpg,not_applicable,available,labeled,,,,76-85,severe,76-85,severe,76-85,severe,80,real_human_final,Real labeled image real_redf0xwin_0239,,76-85-severe-mid.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:43;dirt:5;hole:10,labeled,,rgb_pad_resize_384
240,real_redf0xwin_0240,images/0240.jpg,not_applicable,available,labeled,,,,46-55,moderate,46-55,moderate,46-55,moderate,50,real_human_final,Real labeled image real_redf0xwin_0240,,46-55-moderate-mid.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:29;dirt:2;hole:2,labeled,,rgb_pad_resize_384
241,real_redf0xwin_0241,images/0241.jpg,not_applicable,available,labeled,,,,46-55,moderate,46-55,moderate,46-55,moderate,50,real_human_final,Real labeled image real_redf0xwin_0241,,46-55-moderate-mid.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:39;hole:4,labeled,,rgb_pad_resize_384
242,real_redf0xwin_0242,images/0242.jpg,not_applicable,available,labeled,,,,56-65,moderate,56-65,moderate,56-65,moderate,60,real_human_final,Real labeled image real_redf0xwin_0242,,56-65-moderate-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:58;hole:5,labeled,,rgb_pad_resize_384
243,real_redf0xwin_0243,images/0243.jpg,not_applicable,available,labeled,,,,66-75,severe,66-75,severe,66-75,severe,70,real_human_final,Real labeled image real_redf0xwin_0243,,66-75-severe-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:23;hole:4,labeled,,rgb_pad_resize_384
244,real_redf0xwin_0244,images/0244.jpg,not_applicable,available,labeled,,,,66-75,severe,66-75,severe,66-75,severe,70,real_human_final,Real labeled image real_redf0xwin_0244,,66-75-severe-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:13;dirt:1;hole:3,labeled,,rgb_pad_resize_384
245,real_redf0xwin_0245,images/0245.jpg,not_applicable,available,labeled,,,,56-65,moderate,56-65,moderate,56-65,moderate,60,real_human_final,Real labeled image real_redf0xwin_0245,,56-65-moderate-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:28;dirt:5;hole:5,labeled,,rgb_pad_resize_384
246,real_redf0xwin_0246,images/0246.jpg,not_applicable,available,labeled,,,,31-35,minor,31-35,minor,31-35,minor,33,real_human_final,Real labeled image real_redf0xwin_0246,,31-35-minor-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:37;hole:1,labeled,,rgb_pad_resize_384
247,real_redf0xwin_0247,images/0247.jpg,not_applicable,available,labeled,,,,36-45,moderate,36-45,moderate,36-45,moderate,40,real_human_final,Real labeled image real_redf0xwin_0247,,36-45-moderate-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:32;hole:3,labeled,,rgb_pad_resize_384
